x,y
0.484,-0.2279999999999999
-0.0819999999999999,0.2199999999999999
0.714,0.47
0.4419999999999999,-0.278
0.1299999999999999,-0.8280000000000001
-0.0819999999999999,-0.27
-0.754,-0.8260000000000001
0.29,0.1579999999999999
-0.252,0.326
-0.4539999999999999,-0.796
-0.6579999999999999,-0.6599999999999999
-0.376,-0.792
-0.796,-0.792
-0.6699999999999999,-0.83
0.2139999999999999,-0.742
0.29,0.2159999999999999
-0.716,-0.5640000000000001
-0.534,-0.796
-0.624,-0.526
-0.054,0.692
-0.3299999999999999,0.1060000000000001
0.5920000000000001,-0.272
-0.378,0.6559999999999999
0.722,-0.618
0.4539999999999999,-0.738
0.006,-0.5720000000000001
0.6559999999999999,-0.3279999999999999
0.5880000000000001,0.32
0.53,-0.692
-0.3319999999999999,-0.794
0.4419999999999999,-0.3299999999999999
0.044,0.692
-0.304,-0.874
-0.4439999999999999,0.3320000000000001
-0.044,-0.8260000000000001
0.6819999999999999,-0.2219999999999999
-0.492,-0.768
-0.3359999999999999,-0.8260000000000001
0.6839999999999999,0.3740000000000001
-0.612,-0.872
-0.484,-0.48
-0.692,0.482
0.6499999999999999,0.266
-0.292,-0.528
0.4419999999999999,0.3779999999999999
-0.3339999999999999,0.2199999999999999
0.74,-0.3299999999999999
0.6639999999999999,-0.73
0.294,-0.278
-0.414,0.6140000000000001
-0.602,0.692
0.6619999999999999,-0.692
0.518,0.266
-0.044,-0.488
0.002,-0.774
0.3720000000000001,0.6539999999999999
0.088,-0.77
-0.656,-0.53
-0.378,0.5680000000000001
0.6499999999999999,0.3740000000000001
0.56,-0.694
-0.0899999999999999,0.6539999999999999
0.4079999999999999,0.4219999999999999
0.084,-0.2259999999999999
-0.172,0.2279999999999999
0.292,-0.174
-0.772,-0.654
0.716,-0.274
0.042,0.268
-0.486,0.33
0.4199999999999999,-0.738
-0.292,0.268
-0.594,0.326
0.5940000000000001,-0.1099999999999999
0.552,-0.172
0.31,-0.832
0.488,-0.5720000000000001
-0.05,0.324
-0.628,-0.654
-0.726,0.694
0.048,-0.3359999999999999
0.3320000000000001,0.728
0.084,-0.274
-0.044,-0.6639999999999999
0.4419999999999999,-0.1159999999999999
0.25,-0.172
-0.5880000000000001,-0.524
-0.25,-0.272
0.52,-0.1139999999999999
-0.17,-0.3279999999999999
-0.3359999999999999,0.6599999999999999
-0.0799999999999999,-0.384
-0.494,-0.796
-0.416,-0.766
-0.4459999999999999,0.5700000000000001
-0.2079999999999999,0.1659999999999999
0.4419999999999999,-0.2259999999999999
-0.4439999999999999,0.27
0.1200000000000001,0.69
-0.3,0.6180000000000001
-0.254,-0.794
-0.534,0.692
